Country,Region,ISO3,World Bank Country Name,Observation Period,Unit of Analysis,Population Scope,Income Definition,Currency,Actual Income,Actual Income Period,Baseline Income,Baseline Income Period,Food Component (PPP Monthly),Housing and Utilities Component (PPP Monthly),Income Index (Mean Proxy),LMI (Mean Proxy),Income Index,LMI,LMI Construction,Median-Citizen Income Proxy (Monthly PPP),Median-Citizen LMI (Decile Proxy),Median-Citizen Multiplier (Decile Proxy),Share Below Baseline (Decile Approx),Share At or Above 1x Baseline (Decile Approx),Share At or Above 2x Baseline (Decile Approx),Share At or Above 5x Baseline (Decile Approx),Distribution Data Year (Deciles),Baseline Method,Source - Actual Income,Source URL - Actual Income,Source - Food,Source URL - Food,Source - Share Ratios,Source URL - Share Ratios,Source - Distribution,Source URL - Distribution,Computed At (UTC)
Portugal,Portugal,PRT,Portugal,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3702.500000,monthly,260.925469,monthly,106.835625,154.089844,14.189876,13.189876,12.185556,11.185556,median-citizen decile proxy,3179.521875,11.185556,12.185556,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Romania,Romania,ROU,Romania,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3392.500000,monthly,265.385733,monthly,108.661875,156.723858,12.783279,11.783279,12.064220,11.064220,median-citizen decile proxy,3201.671875,11.064220,12.064220,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Kazakhstan,Kazakhstan,KAZ,Kazakhstan,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2652.500000,monthly,214.092692,monthly,87.660000,126.432692,12.389493,11.389493,10.980189,9.980189,median-citizen decile proxy,2350.778125,9.980189,10.980189,0.000000,1.000000,1.000000,1.000000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Sint Maarten (Dutch part),Sint Maarten (Dutch part),SXM,Sint Maarten (Dutch part),2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3943.333333,monthly,366.485060,monthly,150.056875,216.428185,10.759875,9.759875,10.759875,9.759875,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Greece,Greece,GRC,Greece,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3257.500000,monthly,277.279772,monthly,113.531875,163.747897,11.748062,10.748062,10.514516,9.514516,median-citizen decile proxy,2915.462500,9.514516,10.514516,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Croatia,Croatia,HRV,Croatia,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3496.666667,monthly,312.961887,monthly,128.141875,184.820012,11.172819,10.172819,10.348824,9.348824,median-citizen decile proxy,3238.787500,9.348824,10.348824,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Aruba,Aruba,ABW,Aruba,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3349.166667,monthly,334.519832,monthly,136.968750,197.551082,10.011863,9.011863,10.011863,9.011863,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Hungary,Hungary,HUN,Hungary,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3596.666667,monthly,331.546322,monthly,135.751250,195.795072,10.848157,9.848157,9.912504,8.912504,median-citizen decile proxy,3286.454167,8.912504,9.912504,0.000000,1.000000,1.000000,0.900000,2017,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Latvia,Latvia,LVA,Latvia,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3320.833333,monthly,307.014868,monthly,125.706875,181.307993,10.816523,9.816523,9.680788,8.680788,median-citizen decile proxy,2972.145833,8.680788,9.680788,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Republic of Korea,Republic of Korea,KOR,"Korea, Rep.",2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,4681.666667,monthly,449.743329,monthly,184.146875,265.596454,10.409641,9.409641,9.433737,8.433737,median-citizen decile proxy,4242.760417,8.433737,9.433737,0.000000,1.000000,1.000000,0.900000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Turks and Caicos Islands,Turks and Caicos Islands,TCA,Turks and Caicos Islands,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2490.000000,monthly,269.845998,monthly,110.488125,159.357873,9.227485,8.227485,9.227485,8.227485,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Malaysia,Malaysia,MYS,Malaysia,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2777.500000,monthly,289.173810,monthly,118.401875,170.771935,9.604950,8.604950,8.020133,7.020133,median-citizen decile proxy,2319.212500,7.020133,8.020133,0.000000,1.000000,1.000000,0.900000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Belarus,Belarus,BLR,Belarus,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2270.000000,monthly,267.615865,monthly,109.575000,158.040865,8.482307,7.482307,7.930957,6.930957,median-citizen decile proxy,2122.450000,6.930957,7.930957,0.000000,1.000000,1.000000,0.900000,2020,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Bahamas,Bahamas,BHS,"Bahamas, The",2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2900.000000,monthly,368.715192,monthly,150.970000,217.745192,7.865149,6.865149,7.865149,6.865149,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Japan,Japan,JPN,Japan,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,4175.000000,monthly,495.089351,monthly,202.713750,292.375601,8.432821,7.432821,7.768737,6.768737,median-citizen decile proxy,3846.218750,6.768737,7.768737,0.000000,1.000000,1.000000,0.900000,2020,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Türkiye,Türkiye,TUR,Turkiye,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,3265.833333,monthly,330.059567,monthly,135.142500,194.917067,9.894679,8.894679,7.754954,6.754954,median-citizen decile proxy,2559.596875,6.754954,7.754954,0.000000,1.000000,1.000000,0.900000,2022,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Saint Kitts and Nevis,Saint Kitts and Nevis,KNA,St. Kitts and Nevis,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2574.166667,monthly,341.210228,monthly,139.708125,201.502103,7.544225,6.544225,7.544225,6.544225,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Curaçao,Curaçao,CUW,Curacao,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2436.666667,monthly,330.059567,monthly,135.142500,194.917067,7.382506,6.382506,7.382506,6.382506,mean-income proxy fallback,,,,,,,,,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Seychelles,Seychelles,SYC,Seychelles,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2419.166667,monthly,301.067849,monthly,123.271875,177.795974,8.035287,7.035287,7.382420,6.382420,median-citizen decile proxy,2222.609375,6.382420,7.382420,0.000000,1.000000,1.000000,0.900000,2018,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
Panama,Panama,PAN,Panama,2022,individual,country-level per-capita proxy,"GNI per capita PPP (current international $), monthly equivalent",USD,2890.833333,monthly,294.377452,monthly,120.532500,173.844952,9.820159,8.820159,7.303743,6.303743,median-citizen decile proxy,2150.057292,6.303743,7.303743,0.000000,1.000000,0.900000,0.900000,2021,"Cost-of-living baseline: food + housing/utilities, where housing/utilities is scaled from food using OECD share ratios.",World Bank WDI NY.GNP.PCAP.PP.CD,https://api.worldbank.org/v2/country/all/indicator/NY.GNP.PCAP.PP.CD?format=json&date=2022:2022&per_page=20000,FAO CoAHD item 70040,https://api.data.apps.fao.org/api/v2/bigquery?sql_url=https://data.apps.fao.org/catalog/dataset/bc84bd3e-4c98-46ae-b964-21e93f3f5e87/resource/5656e46c-5b76-4786-b7ae-e37862abc252/download/cost-affordabilty-healthy-diet-cahd-query.sql&item_code=70040&download=true,"OECD household expenditure shares (food 15.6%, housing+utilities 22.5%)",https://data.oecd.org/hha/household-spending.htm,World Bank WDI income shares: bottom 10% and top 10% (latest <= target year); middle deciles reconstructed by equal-split assumption.,https://api.worldbank.org/v2/country/all/indicator/SI.DST.FRST.10?format=json&date=2000:2022&per_page=30000 ; https://api.worldbank.org/v2/country/all/indicator/SI.DST.10TH.10?format=json&date=2000:2022&per_page=30000,2026-03-17T09:42:57Z
